Key,Name,Status,Definition,Abbreviations,Aliases,AdditionalNotes,Stewards,RelatedGlossaries,TermEntityType,ParentGlossary
1943,First Name,,,,,,,,,
1967,Full-Time Employee,,,,,,,,,
1018,GAAP_Sec_Type,,,,,,,,,
2535,Gift Message,,,,,,,,,
2536,Gift Wrap Option,,,,,,,,,
1164,HCCost,,,,,,,,,
1750,ID,,,,,,,,,
969,InActiveAmort,,,,,,,,,
982,InActiveDate,,,,,,,,,
910,InActivePrep,,,,,,,,,
934,IncomeDefAmount,,,,,,,,,
921,InstrumentID,,,,,,,,,
1265,IntAtMat,,,,,,,,,
1092,IntClass,,,,,,,,,
2398,Inventory Code,,,,,,,,,
2387,Inventory Item,,,,,,,,,
2419,Inventory Location,,,,,,,,,
703,InvestmentDiscretion,,,,,,,,,
2351,Is Primary Bill To,,,,,,,,,
2358,Is Primary Ship To,,,,,,,,,
1031,IsrCusip,,,,,,,,,
981,IsrState,,,,,,,,,
1042,IssueDate,,,,,,,,,
1130,IssueGroup,,,,,,,,,
863,Issuer Description,,,,,,,,,
1068,IssuerGroup,,,,,,,,,
842,Issuer Name,,,,,,,,,
2549,Item Price,,,,,,,,,
2521,Item Quantity,,,,,,,,,
2522,Item Ship Price,,,,,,,,,
841,Last_Updated,,,,,,,,,
1966,Level,,,,,,,,,
1202,Linked,,,,,,,,,
1240,ListType,,,,,,,,,
2439,Location Address Line1,,,,,,,,,
2432,Location Address Line2,,,,,,,,,
2430,Location City,,,,,,,,,
2399,Location Id,,,,,,,,,
2441,Location Name,,,,,,,,,
2440,Location State,,,,,,,,,
2431,Location Zipcode,,,,,,,,,
1043,LotNumber,,,,,,,,,
1019,LS,,,,,,,,,
1264,MacaullyDuration,,,,,,,,,
1749,Main Contact,,,,,,,,,
1116,MajorIssue,,,,,,,,,
1189,MajorIssuer,,,,,,,,,
1178,MajorType,,,,,,,,,
1950,manager,,,,,,,,,
1070,MatDate,,,,,,,,,
1952,member,,,,,,,,,
983,MgrGrp,,,,,,,,,
873,mhfsAcn4_QtrEnd,,,,,,,,,
886,MinorIssue,,,,,,,,,
1251,MinorIssuer,,,,,,,,,
1176,MktDuration,,,,,,,,,
1106,MktPrice,,,,,,,,,
1069,MktTerm,,,,,,,,,
1054,MktTermGrp,,,,,,,,,
1154,MktValue,,,,,,,,,
1093,MktYield,,,,,,,,,
1081,MoodyDate,,,,,,,,,
1117,MoodyDesc,,,,,,,,,
1105,MoodyGrp,,,,,,,,,
947,MoodyVal,,,,,,,,,
1863,Name,,,,,,,,,
704,NameOfIssuer,,"
    
      <span style=""color:#000000;font-size:8pt;font-family:&#39;ms shell dlg&#39;"">
        The name of the issuer of the financial instrument
      </span>
    
  
",,,,,,,
2397,Next Stock Date,,,,,,,,,
923,OFV,,,,,,,,,
2448,Order,,,,,,,,,
2509,Order Id,,,,,,,,,
2520,Order Item,,,,,,,,,
2547,Order Item Id,,,,,,,,,
2496,Order Memo,,,,,,,,,
2484,Order Process Date,,,,,,,,,
2449,Order Sales Tax Amount,,,,,,,,,
2450,Order Ship Date,,,,,,,,,
2556,Order Status,,,,,,,,,
2498,Order Status Code,,,,,,,,,
2557,Order Status Code Name,,,,,,,,,
2485,Order Submit Date,,,,,,,,,
2486,Order Total Amount,,,,,,,,,
732,OtherManagers,,,,,,,,,
810,PAM_SECID,,,,,,,,,
1941,Phone Number,,,,,,,,,
2558,Phone Type,,,,,,,,,
2385,Phone Type Id,,,,,,,,,
2574,Phone Type Name,,,,,,,,,
957,Portfolio,,,,,,,,,
1214,Portfolio2,,,,,,,,,
1731,Post Code,,,,,,,,,
1029,PreTaxYield,,,,,,,,,
1201,PrevMoodyDate,,,,,,,,,
1129,PrevMoodyDesc,,,,,,,,,
1188,PrevMoodyVal,,,,,,,,,
935,PrevPrice,,,,,,,,,
1263,PrevSPDate,,,,,,,,,
1241,PrevSPDesc,,,,,,,,,
885,PrevSPVal,,,,,,,,,
994,PrevYield,,,,,,,,,
1053,PriceTo,,,,,,,,,
945,PriceToDate,,,,,,,,,
995,PriceToPar,,,,,,,,,
875,PrinDefAmount,,,,,,,,,
2575,Product,,,,,,,,,
2683,Product Alternate Upc,,,,,,,,,
2703,Product Category,,,,,,,,,
2682,Product Category Code,,,,,,,,,
2723,Product Category Description,,,,,,,,,
2722,Product Category Image,,,,,,,,,
2730,Product Category Name,,,,,,,,,
2721,Product Category Sort Order,,,,,,,,,
2705,Product Category Special,,,,,,,,,
2656,Product Date,,,,,,,,,
2666,Product Description,,,,,,,,,
2655,Product Discount Price,,,,,,,,,
2638,Product Full Image,,,,,,,,,
2647,Product Height,,,,,,,,,
2408,Product Id,,,,,,,,,
2637,Product Last Update,,,,,,,,,
2693,Product Length,,,,,,,,,
2684,Product Manufacturing Id,,,,,,,,,
2639,Product Msrp Price,,,,,,,,,
2674,Product Name,,,,,,,,,
2664,Product Piece Quantity,,,,,,,,,
2630,Product Regular Price,,,,,,,,,
2692,Product Short Description,,,,,,,,,
2675,Product Sku,,,,,,,,,
2646,Product Sort Order,,,,,,,,,
2629,Product Thumbnail,,,,,,,,,
2665,Product Upc,,,,,,,,,
2576,Product Volume,,,,,,,,,
2648,Product Weight,,,,,,,,,
2673,Product Width,,,,,,,,,
2731,Promotion,,,,,,,,,
2691,Promotion Code,,,,,,,,,
2760,Promotion Discount Amount,,,,,,,,,
2732,Promotion Discount Percent,,,,,,,,,
2751,Promotion End Date,,,,,,,,,
2753,Promotion Name,,,,,,,,,
2752,Promotion Start Date,,,,,,,,,
946,PurDate,,,,,,,,,
1213,PurYield,,,,,,,,,
702,Put/Call,,,,,,,,,
1275,RecordType,,,,,,,,,
2062,Result,,,,,,,,,
909,RPAmount,,,,,,,,,
1984,Salary,,,,,,,,,
2761,Sales Tax,,,,,,,,,
2776,Sales Tax Amount,,,,,,,,,
2508,Sales Tax Id,,,,,,,,,
2762,Sales Tax State,,,,,,,,,
2775,Sales Tax Zipcode,,,,,,,,,
874,S_Cost,,,,,,,,,
970,SecID,,,,,,,,,
958,SecIDType,,,,,,,,,
680,SEC_Rpt_Qtr,,,,,,,,,
861,Security_Having_Option,,,,,,,,,
993,Segment,,,,,,,,,
971,SegSymbol,,,,,,,,,
2777,Ship Method,,,,,,,,,
2792,Ship Method Cost,,,,,,,,,
2790,Ship Method Description,,,,,,,,,
2548,Ship Method Id,,,,,,,,,
2791,Ship Method Name,,,,,,,,,
2537,Ship To Address Id,,,,,,,,,
2799,Shop Cart,,,,,,,,,
2820,Shop Cart Date,,,,,,,,,
2497,Shop Cart Id,,,,,,,,,
2801,Shop Cart Quantity,,,,,,,,,
2800,Shop Cart Session Id,,,,,,,,,
679,Sh/Prn,,,,,,,,,
758,Shrs/PrinAmount,,,,,,,,,
1985,Skill,,,,,,,,,
1142,SPDate,,,,,,,,,
1006,SPDesc,,,,,,,,,
1153,SpGrp,,,,,,,,,
1080,SPVal,,,,,,,,,
1313,SS_ACCOUNT,,,,,,,,,
1312,SS_ADJ_ACC_RECV,,,,,,,,,
812,SS_ASSET_ID,,"
    
      <span style=""color:#000000;font-size:8pt;font-family:&#39;ms shell dlg&#39;"">
        The unique identifier used by State Street Bank to identify financial instruments
      </span>
    
  
",,,,,,,
1287,SSB_MonthEnd,,,,,,,,,
1325,SS_DATE,,,,,,,,,
1341,SS_DELAYDAYS,,,,,,,,,
1288,SS_DESCRIPTION,,,,,,,,,
1300,SS_FXRATE,,,,,,,,,
1323,SS_MKTVAL_USD,,,,,,,,,
1301,SS_ORIG_ACC_RECV,,,,,,,,,
1311,SS_PAR_SHARES,,,,,,,,,
1289,SS_PRICE_LOCAL,,,,,,,,,
1299,SS_PRICE_USD,,,,,,,,,
1324,SS_PRIMARYKEY,,,,,,,,,
1865,Start Date,,,,,,,,,
862,Status,,,,,,,,,
2407,Stock Date,,,,,,,,,
2418,Stock Quantity,,,,,,,,,
2704,Sub Product Category Code,,,,,,,,,
1951,SurName,,,,,,,,,
2036,Synopsis,,,,,,,,,
2034,Title,,,,,,,,,
733,TitleOfClass,,,,,,,,,
2003,Training Course,,,,,,,,,
2061,Training History,,,,,,,,,
1041,TypeCode,,,,,,,,,
1983,Vacation Days,,,,,,,,,
786,ValueX1000,,,,,,,,,
787,VotingAuthority_None,,,,,,,,,
757,VotingAuthority_Shared,,,,,,,,,
734,VotingAuthority_Sole,,,,,,,,,
1165,WeightedAverageLife,,,,,,,,,
2657,Weight Units,,,,,,,,,
2406,Wholesale Price,,,,,,,,,
1224,YieldToWorst,,,,,,,,,
2420,Zipcode Extension,,,,,,,,,
